Time,Depth 1,Load 1,Depth 2,Load 2,Depth 3,Load 3,Depth 4,Load 4
6.58398,53.61028,0.99979,56.85773,1.00015,52.86089,0.95667,78.58058,0.99613
6.5949,53.7526,0.99983,57.25066,1.00015,53.16032,0.95562,78.51972,0.99644
6.60494,53.38158,0.99987,57.18859,1.00011,53.13021,0.95597,78.488,0.99615
6.61593,53.5795,0.99968,57.10083,1.00048,53.2173,0.95598,78.64466,0.99603
6.62681,53.54493,0.99988,56.38844,1.00026,53.44745,0.95602,78.38702,0.99663
6.63688,53.43501,0.99985,56.88016,1.00006,53.30697,0.95604,78.33491,0.99606
6.64782,53.47302,1.00034,57.30396,1.00015,53.09947,0.95612,78.22163,0.99612
6.65882,53.27326,0.99993,57.28738,1.00018,53.059,0.95618,78.50257,0.99569
6.6698,53.5104,1.00047,56.59383,1.00017,53.13184,0.95589,79.22566,0.99602
6.68073,53.65551,0.99984,56.98156,1.00018,52.8719,0.95607,78.37051,0.99608
6.69173,53.1947,0.99991,56.89804,1.0001,52.70453,0.95596,78.53687,0.99601
6.70271,53.61376,0.99989,57.20678,1.00032,52.90946,0.95606,78.27826,0.99616
6.7137,53.65708,0.99978,57.37643,1.00022,53.13604,0.95603,78.0695,0.99609
6.72371,53.52169,1.00033,57.11676,1.00019,53.44842,0.956,78.55533,0.99573
6.73458,53.51984,0.99983,56.68971,1.00023,53.39955,0.95595,78.25237,0.9961
6.74462,53.64545,0.99988,57.00723,1.0002,52.77834,0.9561,78.28895,0.99615
6.75463,53.32066,0.99992,56.76803,1.00014,52.86283,0.95633,78.23587,0.99605
6.76557,53.48277,0.99973,56.96466,1.00037,52.87449,0.95601,78.60064,0.99593
6.77557,53.64453,0.9999,57.44631,1.0002,53.38303,0.95602,78.3621,0.99605
6.7865,53.28016,0.99986,57.48791,1.00012,53.40667,0.95579,78.8052,0.99603
6.79744,53.55122,0.99995,57.29746,1.0003,53.00009,0.95569,78.48963,0.99546
6.80746,53.64954,0.99992,57.28413,1.00017,53.2474,0.95604,78.37408,0.99623
6.81844,53.83995,0.99988,57.25065,1.00064,53.06839,0.95595,78.85149,0.99619
6.82946,53.82701,0.99989,56.82166,1.00016,53.23108,0.95421,78.76767,0.99603
6.84042,53.52328,0.99983,57.03583,1.0002,53.07286,0.95178,78.3142,0.99617
6.85143,53.3106,1.00016,56.91623,1.0002,52.96245,0.9501,78.42651,0.99586
6.86227,53.38974,0.99986,57.3137,1.00018,52.64267,0.94783,78.40515,0.99598
6.87227,53.64079,0.99985,57.31956,1.00014,52.98675,0.94631,78.924,0.99547
6.88231,53.37253,0.99939,56.86261,1.00023,53.1467,0.94364,78.77963,0.99608
6.89332,53.51887,0.99983,56.77778,1.00015,53.36486,0.94172,78.71005,0.99627
6.90427,53.59398,0.99992,57.16941,1.00007,53.1626,0.93945,78.59838,0.99607
6.91525,53.60683,0.99973,57.44046,0.9996,53.03438,0.9375,78.8612,0.99608
6.92529,53.26002,0.99985,57.35141,0.99968,52.67577,0.93473,78.47733,0.99605
6.93621,53.62189,0.99985,56.83986,1.00016,52.73507,0.93312,78.79679,0.99593
6.94723,53.8437,0.9995,56.88894,1.00008,52.52592,0.93103,78.62362,0.99599
6.95724,53.72563,0.99955,57.03096,1.00044,52.79692,0.92844,78.76443,0.99613
6.96819,53.50662,0.99986,56.91721,1.00008,52.58852,0.92669,79.00134,0.9961
6.97821,53.51701,0.99986,57.12716,1.00017,52.16451,0.92454,78.60744,0.99605
6.98921,53.22265,0.99991,56.83011,1.0001,53.0699,0.92216,78.82981,0.99613
6.99925,53.4231,0.99986,57.01504,1.00037,52.66792,0.92044,78.71135,0.99617
7.0102,53.69602,0.99988,57.02088,1.00014,52.7213,0.91834,78.26823,0.99609
7.02021,53.59835,1.00036,57.21426,1.00014,52.44167,0.91642,78.63464,0.99617
7.03121,53.74693,0.99985,56.78916,1.00008,52.80655,0.914,78.77864,0.99403
7.04217,53.80758,0.9998,56.83661,0.99955,52.16396,0.91195,78.34165,0.99189
7.06195,53.75407,0.99807,57.03773,0.99816,52.87488,0.90992,78.78707,0.98985
7.07201,53.91145,0.99606,57.28513,0.99595,52.30997,0.90771,78.18639,0.98809
7.08293,53.71677,0.99396,57.357,0.99377,52.45182,0.9056,78.66893,0.98364
7.09386,53.39704,0.99168,56.89319,0.99179,52.46992,0.90393,78.46378,0.98164
7.10387,53.43447,0.98968,56.78838,0.98807,52.63184,0.90142,78.46869,0.97927
7.11584,53.45494,0.98697,56.65965,0.98596,51.81735,0.89946,78.55065,0.97712
7.12588,53.49018,0.98553,56.91223,0.98372,52.16993,0.89729,78.13317,0.97495
7.13682,53.42081,0.98329,56.96647,0.98222,52.39238,0.89506,78.47375,0.97277
7.14784,53.35497,0.98068,56.81898,0.9796,52.45352,0.89308,78.13776,0.97073
7.15878,53.23438,0.97892,56.90678,0.97737,52.43481,0.8905,78.04653,0.96878
7.16879,53.24005,0.97692,56.63579,0.97536,52.19879,0.88889,78.03388,0.96653
7.17972,53.52128,0.97495,56.95239,0.97307,52.03755,0.88684,78.45698,0.96435
7.19066,53.22233,0.97257,56.65476,0.97116,52.00331,0.8846,78.16768,0.96236
7.20162,53.63957,0.97024,56.58322,0.96885,52.38956,0.88251,77.99813,0.95997
7.21167,53.32699,0.968,56.64762,0.96667,51.73109,0.88046,77.50289,0.95795
7.22265,53.09399,0.96612,57.06854,0.96415,52.19729,0.87777,77.95932,0.95554
7.23366,53.51252,0.96365,56.29274,0.9627,51.90042,0.87628,77.64218,0.95359
7.24462,53.10294,0.96172,56.56092,0.96032,52.18471,0.87417,77.82446,0.95103
7.25558,53.27177,0.95962,56.71633,0.95797,51.53312,0.87193,77.74524,0.94922
7.26653,53.10096,0.95759,56.80437,0.95608,51.56587,0.8697,77.97274,0.94725
7.27753,53.00806,0.95515,56.39557,0.95398,51.95567,0.86755,77.732,0.94437
7.28849,53.14731,0.95281,56.48371,0.9516,51.96634,0.86549,77.93273,0.94281
7.29937,53.03492,0.95087,56.80388,0.94949,51.87996,0.86338,77.51557,0.94072
7.3094,52.6354,0.94889,56.35804,0.9473,51.76998,0.86118,77.79713,0.93873
7.3204,52.98382,0.94689,56.47087,0.94511,51.54471,0.85881,77.40265,0.93645
7.33138,52.74833,0.94448,56.84361,0.94313,51.69433,0.85681,77.54835,0.93427
7.34139,52.68546,0.94252,55.90052,0.94092,51.36346,0.85487,77.74552,0.9321
7.35236,52.92178,0.94025,56.6029,0.93875,51.47293,0.85277,77.3083,0.92997
7.36237,52.48359,0.93824,56.69549,0.9368,51.55101,0.85037,77.38984,0.92795
7.37338,52.71833,0.93615,56.08618,0.93461,51.52184,0.84846,77.09438,0.92568
7.38431,52.20702,0.93392,56.57958,0.93241,51.87669,0.8464,77.68117,0.92378
7.39526,52.53789,0.93166,56.28227,0.93012,51.20624,0.84421,77.06755,0.9215
7.40623,52.62156,0.92968,56.13835,0.9277,51.67212,0.84208,77.07982,0.91965
7.41628,52.51566,0.92749,56.06593,0.92573,51.70285,0.83985,77.43881,0.91737
7.42721,52.4435,0.92529,55.96327,0.92358,51.0665,0.83785,77.26378,0.91519
7.43823,52.83718,0.92316,56.00159,0.9216,51.43785,0.83576,76.87316,0.91291
7.44825,52.35728,0.9211,55.95029,0.91943,50.95558,0.8336,76.86287,0.91086
7.45923,52.52312,0.9189,56.19661,0.91748,51.47843,0.83134,76.79433,0.90845
7.46923,52.4308,0.91647,56.18594,0.91525,51.13244,0.82899,77.18958,0.90642
7.48015,52.22358,0.91471,56.06314,0.91312,50.93334,0.82712,76.6271,0.90437
7.49104,52.42752,0.91247,55.71601,0.91172,50.93298,0.82514,77.15148,0.90205
7.50188,52.04185,0.91045,56.01474,0.90886,50.98128,0.82337,76.53164,0.90004
7.51195,51.84929,0.90838,55.75609,0.90667,50.71492,0.82063,76.71771,0.89815
7.52196,52.41975,0.90642,55.82918,0.90437,50.68002,0.81856,76.7906,0.8958
7.5329,52.01927,0.90419,55.34824,0.90256,50.90789,0.81652,76.7654,0.89369
7.5429,52.16511,0.90223,55.58457,0.90033,50.86555,0.8146,76.21515,0.89219
7.55292,52.11422,0.90029,55.91906,0.89817,50.79341,0.81219,76.60167,0.88951
7.56387,51.86357,0.89755,55.49108,0.89594,50.84162,0.81013,76.58976,0.88729
7.57483,52.25477,0.89585,55.63934,0.89393,50.75977,0.80804,76.49465,0.88494
7.58578,51.64985,0.89365,55.68847,0.89155,50.68505,0.80576,76.18463,0.88295
7.59584,51.5418,0.89145,55.63457,0.88919,51.01046,0.80316,76.3009,0.88066
7.60662,52.0486,0.88947,55.22254,0.88719,51.01398,0.80192,76.61873,0.87878
7.61765,51.86206,0.88733,55.76827,0.88493,50.81982,0.79941,75.95201,0.8766
7.6277,51.99869,0.88538,55.70778,0.8829,50.59383,0.79744,76.10387,0.87414
7.63865,51.61902,0.88318,55.38837,0.88079,50.65605,0.79518,75.84726,0.87223
7.64875,51.6894,0.88119,55.34715,0.87911,50.40523,0.79307,76.4762,0.87051
7.65983,51.72435,0.87894,54.94095,0.87654,50.54018,0.79102,75.85441,0.86816
7.67059,51.46177,0.87677,55.18183,0.8745,50.7348,0.78867,75.86741,0.86587
7.6806,51.83846,0.87421,55.23347,0.87261,50.56134,0.7866,76.01175,0.86384
7.69158,51.45592,0.87256,55.11003,0.87008,49.9771,0.78493,75.48841,0.86161
7.70258,51.69001,0.87035,55.05353,0.86842,50.52285,0.78249,76.03193,0.85943
7.71354,51.64647,0.86807,55.04677,0.86567,50.02948,0.78048,75.83188,0.85738
7.72449,51.79954,0.86601,54.69842,0.86341,50.31238,0.77843,75.67494,0.85526
7.7345,51.26302,0.86404,55.16996,0.86136,50.44871,0.77603,75.46228,0.85325
7.74548,51.31118,0.86179,54.66757,0.85928,50.06672,0.77434,75.34354,0.85114
7.75551,51.51912,0.85977,54.98938,0.85765,50.21397,0.77223,75.64646,0.84887
7.76645,51.62194,0.85756,54.88826,0.85515,50.01104,0.77046,75.23547,0.84685
7.77648,51.63917,0.85612,55.21494,0.85291,50.11728,0.76786,76.04504,0.84466
7.78739,51.48252,0.85348,54.78754,0.85094,50.28297,0.76589,75.65831,0.84243
7.79742,51.31162,0.85136,54.77353,0.84943,49.83397,0.76344,75.43793,0.84032
7.8083,51.05665,0.84967,54.69526,0.84669,50.33774,0.76176,75.71949,0.83872
7.81836,50.80003,0.84742,54.96245,0.84443,49.6771,0.75953,75.38933,0.83646
7.82932,51.25244,0.84503,54.42294,0.84257,50.07403,0.75743,75.04888,0.8342
7.83936,51.40796,0.84301,54.95761,0.8403,49.58691,0.75383,75.24111,0.83211
7.85036,51.51358,0.84053,54.39215,0.83878,49.87984,0.75184,74.96014,0.83062
7.86038,51.09136,0.83882,54.29105,0.8361,49.69894,0.74938,74.74431,0.82799
7.87133,51.00664,0.8366,54.53843,0.83409,49.60935,0.74738,75.04174,0.82595
7.88245,50.91816,0.83417,54.5297,0.83218,49.67933,0.74524,75.29329,0.82381
7.89338,51.1724,0.83228,54.2453,0.83011,49.38578,0.74303,74.87744,0.82161
7.90338,51.11271,0.8303,54.91258,0.82768,49.90249,0.74086,74.71177,0.81996
7.91436,50.58222,0.8281,54.57594,0.82556,49.88952,0.73877,75.04328,0.81723
7.92527,50.50222,0.82594,54.44762,0.82329,49.47706,0.73665,74.69207,0.8152
7.93527,50.78242,0.82384,54.46611,0.82127,49.20617,0.73461,74.71931,0.8129
7.94621,50.96373,0.82134,54.51947,0.81916,49.68857,0.73241,74.80968,0.81086
7.95623,50.59651,0.81953,54.80389,0.81692,49.00883,0.73037,74.47732,0.80882
7.96721,50.69087,0.81755,54.15038,0.81462,49.3844,0.72803,74.32323,0.80691
7.97724,51.08039,0.81554,54.16668,0.81249,49.50973,0.72585,74.44983,0.80439
7.98823,50.64287,0.81336,54.33281,0.81034,49.26142,0.72389,74.64952,0.80247
7.99933,50.87042,0.81115,53.90215,0.80827,48.92933,0.72185,74.39775,0.80059
8.01021,50.88998,0.8083,54.03806,0.80645,49.13811,0.71944,73.87087,0.79816
8.02022,50.71843,0.80697,54.22402,0.80391,49.51586,0.71772,74.68034,0.79617
8.03023,50.30476,0.80494,53.88316,0.80113,49.57873,0.71548,74.41058,0.79373
8.04119,50.43769,0.80281,53.93639,0.79779,49.46774,0.7135,74.22345,0.79173
8.05226,50.50692,0.80048,53.72291,0.79603,48.9217,0.71105,74.12513,0.79003
8.06807,50.33115,0.79755,53.96997,0.79339,49.07906,0.70946,73.98924,0.78737
8.07828,50.30322,0.79548,54.26569,0.79137,49.35582,0.70696,73.88346,0.78545
8.08917,50.10853,0.79333,54.03921,0.78879,49.0761,0.70493,74.18324,0.783
8.09923,50.49648,0.79127,53.94469,0.78704,49.19594,0.70276,73.77451,0.78079
8.10924,50.47667,0.78939,53.88982,0.78483,48.62778,0.70042,74.14936,0.77879
8.12029,49.83598,0.78768,53.6415,0.78315,49.21894,0.69857,74.18687,0.7766
8.13103,50.05309,0.78497,53.33183,0.78062,48.80205,0.69669,73.75381,0.77459
8.14109,50.01886,0.78301,53.12226,0.77839,48.80525,0.69443,73.55245,0.77259
8.1512,49.82756,0.78097,53.04724,0.77604,48.72439,0.69226,73.53211,0.76988
8.16199,49.83106,0.77887,53.27674,0.77404,48.52245,0.68988,73.3671,0.76817
8.17292,49.73318,0.77674,53.54428,0.7722,48.58563,0.68781,73.54347,0.76614
8.18303,49.90465,0.77464,53.38727,0.76994,48.71163,0.6856,73.61538,0.76401
8.19394,49.9896,0.77247,53.54852,0.76763,48.45628,0.68336,73.70923,0.76203
8.2049,50.01414,0.77021,53.62552,0.76573,48.61195,0.68144,73.81674,0.75991
8.21588,49.68471,0.76761,53.24758,0.76374,48.72814,0.67934,73.28015,0.75799
8.22681,49.60503,0.76592,52.99579,0.7613,48.49122,0.67733,73.51973,0.75542
8.23776,50.01504,0.7637,52.69749,0.75911,48.42452,0.67506,73.18641,0.75325
8.24779,49.72605,0.76118,53.43432,0.75693,48.61331,0.6731,72.79021,0.75191
8.25791,49.84822,0.75952,52.96054,0.75457,48.36994,0.67095,73.64022,0.74915
8.26885,49.42772,0.75742,52.96382,0.75258,48.15084,0.66874,73.18196,0.74684
8.27887,49.68655,0.75552,52.79878,0.75038,48.36033,0.66655,72.94317,0.7447
8.28979,49.38445,0.75329,53.14552,0.74833,48.36678,0.66454,73.07076,0.74254
8.30077,49.54662,0.75111,53.0367,0.74603,47.7809,0.66233,72.92248,0.74048
8.31172,49.12924,0.74883,52.92625,0.74401,47.65657,0.66032,73.30091,0.73851
8.32174,49.3975,0.74693,52.45701,0.74166,48.33829,0.65833,73.06137,0.73638
8.33266,49.3646,0.74474,53.27012,0.73965,48.19493,0.65598,72.67746,0.73437
8.34267,49.45007,0.74221,52.74401,0.73756,48.02399,0.65411,72.90799,0.73218
8.35268,49.17303,0.74088,52.91296,0.73562,48.15263,0.65181,72.96178,0.72998
8.36363,49.21578,0.73853,52.89896,0.73402,48.32905,0.64948,72.88837,0.72777
8.37365,48.93463,0.73686,52.86749,0.7314,48.38186,0.64765,72.7227,0.72591
8.38461,48.96299,0.73439,53.07294,0.72867,47.9335,0.6456,72.64993,0.72337
8.39549,48.91623,0.73221,52.97508,0.72669,47.65192,0.64339,72.27648,0.72131
8.40552,48.75321,0.7303,52.49348,0.72505,48.13713,0.64142,72.28042,0.71902
8.41552,49.00921,0.72806,52.68488,0.72307,48.03456,0.63926,72.63869,0.717
8.4264,48.95122,0.72607,52.64487,0.72119,47.92521,0.63665,72.58817,0.71504
8.4364,49.14471,0.72458,52.5302,0.71889,47.76859,0.63484,71.86774,0.71308
8.4474,49.46177,0.72186,52.51424,0.71685,47.57369,0.63281,72.5526,0.71092
8.45759,48.82032,0.7198,52.53736,0.71498,47.53749,0.6308,72.21604,0.70871
8.46854,48.92278,0.71765,51.97517,0.7125,48.11019,0.6285,71.91024,0.70658
8.47954,48.63956,0.71546,51.91511,0.71037,47.89912,0.62644,72.64559,0.70448
8.49052,48.69868,0.7132,52.43939,0.7082,47.81468,0.62436,72.05592,0.70227
8.5015,48.60899,0.71132,52.3179,0.70597,47.45663,0.62229,72.49261,0.70012
8.51154,48.70159,0.70888,52.40203,0.70395,47.55315,0.62016,72.15186,0.69788
8.52155,48.46757,0.70706,52.06572,0.70176,47.71895,0.61797,72.22961,0.69545
8.53157,48.7509,0.70507,52.39304,0.69958,47.31889,0.61573,71.94419,0.69356
8.54252,48.43747,0.70258,52.25465,0.69739,47.15894,0.61373,71.70215,0.69079
8.55351,48.20134,0.70067,51.80905,0.69536,47.60994,0.61169,72.35473,0.68911
8.56439,48.07043,0.69802,51.65765,0.69376,47.38048,0.60937,72.102,0.68693
8.5744,48.82369,0.69632,51.71978,0.69103,47.56497,0.60743,71.72532,0.68472
8.5853,48.45285,0.69429,52.09944,0.68879,47.32377,0.60499,72.03157,0.68252
8.59633,48.20977,0.69165,51.71405,0.68651,46.86934,0.6032,71.79308,0.68005
8.60733,48.53846,0.68988,51.27698,0.68442,47.40893,0.60126,71.64134,0.67813
8.61829,48.09534,0.68775,51.92736,0.68231,47.13537,0.59922,71.58315,0.67641
8.62925,48.25715,0.68565,51.32617,0.68007,47.25585,0.59703,71.60092,0.67369
8.64028,47.84319,0.68329,51.30534,0.67808,47.03309,0.595,71.31316,0.67201
8.65126,48.20518,0.68076,51.72822,0.67549,46.85178,0.59305,71.67054,0.66981
8.66236,48.57883,0.67895,51.60924,0.67389,46.90808,0.59096,71.59616,0.66708
8.67338,48.33012,0.67624,51.29731,0.67167,46.60182,0.589,70.9382,0.66544
8.68342,48.36656,0.67473,51.41013,0.6695,47.01332,0.58672,71.10098,0.6633
8.69442,48.2221,0.67256,51.34413,0.66742,46.49347,0.58474,71.32888,0.66128
8.70539,48.48203,0.6706,51.7501,0.66527,46.81401,0.58253,70.83924,0.65905
8.71627,48.40516,0.66816,51.63729,0.66333,46.37308,0.5805,71.60013,0.65645
8.72631,48.12674,0.66619,51.14424,0.66145,46.96902,0.57844,71.41087,0.65487
8.7373,48.17186,0.66383,51.1365,0.65921,46.65668,0.57613,70.99049,0.65337
8.74733,47.54041,0.66217,51.23501,0.65756,46.84118,0.57432,71.05364,0.6505
8.75827,47.86658,0.65977,51.04812,0.6548,46.71586,0.57235,70.85984,0.64831
8.76827,47.67808,0.65777,51.00625,0.65264,46.58159,0.57009,70.98323,0.64617
8.77922,48.02685,0.65545,51.32342,0.65068,46.71728,0.56795,71.0587,0.64386
8.79025,47.8504,0.65343,51.21589,0.64851,46.18417,0.56571,70.77837,0.64175
8.8012,47.62495,0.65127,50.96016,0.6464,46.31664,0.56353,70.8477,0.63976
8.81123,47.4242,0.64965,50.96338,0.6444,46.59986,0.56157,70.86805,0.63774
8.82223,47.50506,0.64705,51.1113,0.64221,46.39233,0.5596,70.73281,0.63507
8.83227,47.62656,0.64504,50.8803,0.64,46.33671,0.55751,70.45703,0.63349
8.84297,47.35744,0.64311,51.10037,0.63822,45.97227,0.55509,70.64837,0.63143
8.85299,47.3213,0.64088,50.88073,0.63562,46.11249,0.55257,70.71933,0.629
8.86421,47.33904,0.63869,51.1433,0.63365,45.75289,0.55077,70.34523,0.62697
8.87519,47.55115,0.63662,50.63051,0.63164,45.9268,0.5487,70.47571,0.62478
8.88602,47.65675,0.63423,50.65396,0.62926,45.91099,0.54632,70.10897,0.6232
8.89602,47.4595,0.6322,50.64848,0.62695,45.81977,0.54418,70.35881,0.62081
8.907,47.66001,0.62983,50.48824,0.6257,45.89969,0.54222,70.26955,0.61863
8.91795,47.2747,0.62789,51.05759,0.62302,45.78215,0.54015,70.18999,0.61649
8.92796,47.06919,0.62593,50.39173,0.62089,45.66503,0.53807,69.73627,0.61424
8.93796,47.45624,0.62386,50.60294,0.61895,45.59215,0.53602,69.84604,0.61248
8.94888,46.87859,0.62181,50.58706,0.61692,45.60895,0.53422,69.79261,0.61002
8.95889,47.33347,0.61984,50.32745,0.61443,45.74692,0.53186,69.91561,0.60851
8.96983,47.11835,0.61772,50.68727,0.61243,45.37365,0.52993,69.34861,0.60586
8.97984,47.18843,0.61573,50.18122,0.61032,45.45107,0.52801,69.85996,0.60382
8.99078,47.0374,0.61339,50.53715,0.60809,45.40807,0.5255,69.6778,0.60186
9.00172,47.25831,0.61084,50.3045,0.60592,45.76391,0.52384,69.4224,0.59943
9.01265,47.16697,0.60903,50.66498,0.60383,45.74681,0.52113,69.55872,0.5975
9.02271,47.0021,0.60701,49.9845,0.60154,45.77268,0.51905,69.53161,0.59462
9.03273,47.02064,0.60507,50.28778,0.59942,45.61347,0.51694,69.05038,0.59308
9.0436,46.74549,0.6031,50.1757,0.59708,45.61548,0.51477,69.16438,0.59087
9.05455,47.11565,0.60063,49.75327,0.59545,45.17755,0.51255,69.66805,0.58856
9.06552,46.72433,0.59852,50.47938,0.59278,45.29641,0.51048,69.44631,0.58679
9.07558,46.99797,0.59658,50.26721,0.59054,45.69594,0.5081,69.4098,0.58448
9.08652,46.87486,0.59425,49.93283,0.58841,45.41761,0.50641,69.3024,0.5819
9.09752,47.14672,0.59253,50.07547,0.58642,45.26713,0.50376,69.34315,0.58042
9.10847,46.74659,0.58976,50.0037,0.58417,44.87905,0.50102,69.35186,0.5783
9.11848,46.65767,0.58784,49.91917,0.58234,45.11447,0.49942,69.29972,0.57639
9.12938,46.90592,0.58566,49.95465,0.58001,45.06176,0.4972,68.98356,0.57384
9.13942,46.75573,0.58345,49.9859,0.57832,45.05567,0.49522,69.07384,0.57199
9.1504,46.09396,0.58152,49.79065,0.57566,45.14921,0.49297,68.64245,0.56989
9.16134,46.64633,0.57936,49.66004,0.57352,44.73749,0.49084,69.18661,0.56772
9.17138,46.45848,0.5768,49.78253,0.57104,45.03528,0.4884,69.05266,0.5656
9.18225,46.15284,0.57518,49.54533,0.56934,44.71162,0.4867,68.79144,0.56358
9.19319,46.26325,0.57287,49.60616,0.56719,44.85475,0.48445,68.7012,0.56112
9.20325,45.688,0.57105,49.21484,0.56515,44.86483,0.48236,68.4446,0.55912
9.21327,46.03109,0.56904,49.82881,0.56292,44.47255,0.48018,68.25337,0.55695
9.22424,46.26147,0.56678,49.42619,0.56078,44.27546,0.47781,68.66254,0.55473
9.23523,46.33189,0.56471,49.3592,0.55812,44.92943,0.47578,68.50554,0.55281
9.24525,46.30456,0.56277,49.44279,0.5566,44.59889,0.47376,68.53862,0.55057
9.25621,45.79669,0.56039,49.37557,0.55444,44.13603,0.47186,68.62339,0.54853
9.26622,46.03291,0.55838,49.28105,0.55207,44.61414,0.46955,68.56875,0.54657
9.27725,45.45649,0.55662,49.03531,0.55016,44.52517,0.46733,68.18356,0.5444
9.28821,45.89765,0.55401,49.1085,0.54798,44.32679,0.46539,68.40459,0.54239
9.29924,45.65869,0.5521,48.69647,0.54595,44.28726,0.4632,68.21369,0.53977
9.31023,45.70463,0.54962,49.26907,0.54381,44.0005,0.46091,68.34644,0.53802
9.32125,45.59919,0.54795,49.21543,0.54175,44.11743,0.4591,67.97916,0.53578
9.33196,45.52542,0.54528,48.79395,0.53965,44.15212,0.4566,68.22091,0.53383
9.34221,45.95049,0.54324,49.32765,0.53765,44.36324,0.45424,67.95103,0.53158
9.35302,45.96883,0.54143,49.11418,0.53523,43.76636,0.45229,68.08761,0.52959
9.36396,45.58684,0.53888,49.01544,0.53304,44.08843,0.45029,68.08507,0.5279
9.37496,45.78111,0.53668,48.8803,0.53086,43.57142,0.44825,68.03754,0.52528
9.38593,45.89838,0.53459,48.85044,0.52889,43.72038,0.44602,67.3016,0.52309
9.39688,45.61608,0.53233,48.996,0.52672,44.14282,0.44409,67.34235,0.5211
9.40779,45.16564,0.53047,48.46112,0.5245,43.90527,0.44188,67.4214,0.51892
9.41786,45.28471,0.52816,48.94631,0.52278,43.88558,0.43976,67.50528,0.51668
9.42883,45.49805,0.52603,48.75624,0.52036,43.74732,0.43766,67.13337,0.51477
9.4398,45.11777,0.52389,48.51799,0.51833,43.93221,0.43552,67.61373,0.51248
9.45068,45.39562,0.52172,48.66624,0.51622,43.29132,0.43357,67.33448,0.51031
9.46071,45.08488,0.51965,48.44325,0.51439,43.37296,0.43125,67.2244,0.50823
9.47175,45.09848,0.51738,48.79204,0.512,43.91297,0.42887,67.24162,0.50636
9.48265,44.97134,0.51522,48.80867,0.50937,43.30994,0.42681,67.02959,0.50415
9.49368,45.50204,0.51301,48.30749,0.50766,43.5304,0.42468,67.47404,0.50188
9.50468,45.16566,0.51081,48.34687,0.50559,43.45214,0.42251,67.21929,0.49955
9.51557,45.18962,0.50883,48.49285,0.50295,43.15492,0.4207,67.04715,0.49773
9.5266,44.99207,0.50645,48.29629,0.50109,42.80795,0.41833,67.32202,0.49553
9.53663,44.98772,0.50444,48.53619,0.49872,42.94745,0.41627,67.04104,0.49321
9.54755,45.31387,0.50224,48.33564,0.49707,43.48099,0.41447,66.75239,0.49137
9.55849,44.94138,0.50004,48.35909,0.49484,43.13103,0.41255,66.99026,0.48941
9.5685,45.16005,0.49807,47.96167,0.4929,43.20296,0.40992,66.8327,0.48676
9.57948,44.51831,0.49554,47.84236,0.49079,43.01979,0.40785,67.05641,0.48497
9.59046,44.62206,0.4937,47.80666,0.48845,42.92336,0.40557,66.8735,0.48299
9.60134,44.33752,0.49205,47.91031,0.4865,42.93736,0.40342,66.80291,0.48125
9.61135,44.7723,0.48939,47.86941,0.48426,42.75063,0.40122,66.46045,0.479
9.62135,44.14621,0.4875,47.53627,0.48226,42.78298,0.39921,66.87804,0.47677
9.63226,44.63482,0.48536,47.90552,0.48007,42.67783,0.39699,66.41397,0.4742
9.64322,44.44545,0.48317,47.83472,0.47794,42.42854,0.39498,66.72767,0.47247
9.65323,44.44073,0.48119,47.81949,0.47571,42.50241,0.39258,66.28326,0.47047
9.66324,44.48535,0.47915,47.71815,0.47363,42.73361,0.39063,66.37167,0.46769
9.67325,44.08732,0.47762,47.53687,0.47132,42.65686,0.38867,66.32124,0.46607
9.68421,44.15525,0.47493,47.42577,0.46943,42.45944,0.38642,65.80562,0.46409
9.69423,44.25362,0.47306,47.69362,0.46701,42.25062,0.38438,65.86427,0.46141
9.70522,44.21501,0.471,47.34357,0.46493,42.20502,0.38225,66.05335,0.45977
9.71623,44.37002,0.4686,47.1314,0.46263,42.83085,0.38004,65.67992,0.45746
9.72721,44.25981,0.46595,47.4207,0.46058,42.61585,0.37808,65.86437,0.45554
9.73817,44.20121,0.46425,47.05961,0.45859,42.65307,0.37607,65.8424,0.45329
9.749,43.96218,0.46198,47.46038,0.45628,42.46343,0.37433,65.8758,0.45077
9.75996,43.79829,0.45988,46.90752,0.45446,42.25923,0.37166,65.24464,0.44917
9.76996,43.64214,0.45794,47.26573,0.45208,42.25474,0.3693,65.31557,0.44697
9.78094,44.08549,0.45579,46.89626,0.44993,42.25246,0.36716,65.67901,0.44507
9.79191,43.81791,0.45359,47.21123,0.4478,42.33401,0.36545,65.91525,0.44267
9.80287,44.06903,0.4514,47.09234,0.44553,42.12326,0.36321,65.57838,0.44084
9.81382,43.58342,0.44911,47.01961,0.44349,41.97659,0.36143,65.33853,0.43875
9.82384,43.12258,0.44718,46.7808,0.44088,41.70182,0.35923,65.46513,0.43631
9.83476,43.61499,0.44497,46.83764,0.43906,42.24888,0.35665,65.42635,0.43438
9.84577,43.17458,0.44264,46.77952,0.43711,41.93848,0.35498,65.49655,0.43247
9.85669,43.54569,0.4406,46.95735,0.43497,41.6051,0.35273,65.02439,0.43018
9.86761,43.65036,0.43788,46.32659,0.4327,42.10263,0.35059,64.86003,0.42806
9.87859,43.23518,0.43617,46.51287,0.42993,42.09687,0.34871,64.95386,0.42606
9.88863,43.58007,0.43418,46.59092,0.42837,41.62558,0.34698,65.38051,0.42389
